,Customer_ID,First_Name,Last_Name,Year_Birth,Education,Major,Income,Date_Enrolled,Days_Since_Last_Cohort,Amount_Spent_On_Courses,Amount_Spent_on_Books,Minutes_Spent_on_Headstarter,Questions_Completed,Videos_Watched,Minutes_Spent_Coding,Email_Opens,Num_Courses_Purchased,Number_of_Students_Referred,Site_Visits_Per_Month,Average_Teammate_Rating,Cohorts_Participated_In,Highest_Leaderboard_Rank,Complain,Headstarter_Rating,Probability_Of_Getting_Offer
1006,8952,Donald,Saunders,1953,Masters,Finance,118024.2,2012-05-11,96,688.0,60.0,175.0,431.0,27.0,74.0,6,4.0,10,6.0,9.58,2,250.0,0,8,25.4
1007,241,Thomas,Dunn,1952,Bachelors,Cyber Security,134150.4,2013-12-05,57,1596.0,37.0,325.0,947.0,86.0,338.0,4,7.0,11,3.0,5.93,1,293.0,0,8,28.3
1008,8975,Brandon,Hawkins,1968,Bachelors,Computer Science,31222.4,2014-01-26,47,21.0,5.0,38.0,64.0,3.0,16.0,3,1.0,2,20.0,6.73,2,438.0,0,6,1.9
1009,6119,Andrea,Barton,1963,PhD,Pre-Med,73472.0,2013-10-05,52,15.0,0.0,4.0,8.0,0.0,2.0,1,0.0,2,17.0,7.43,3,405.0,0,9,1.0
1010,5236,Eric,Leach,1979,Bachelors,Computer Science,124108.8,2012-08-25,30,1803.0,0.0,711.0,1207.0,68.0,319.0,10,2.0,8,13.0,7.73,2,219.0,0,7,34.0
1011,5723,Kristi,Ibarra,1976,PhD,Computer Science,98374.0,2014-11-01,63,119.0,2.0,56.0,95.0,4.0,24.0,1,1.0,5,5.0,4.53,2,556.0,0,5,2.6
1012,1710,Cassidy,Johnson,1978,Bachelors,Computer Science,48268.8,2013-07-03,51,226.0,34.0,119.0,201.0,11.0,53.0,6,1.0,4,23.0,5.18,2,337.0,0,6,3.7
1013,1970,Michael,Cross,1968,Masters,Computer Science,61295.4,2012-10-09,14,92.0,0.0,38.0,64.0,3.0,16.0,3,0.0,3,20.0,7.3,2,434.0,0,7,2.3
1014,5313,Carol,Anderson,1971,Masters,Cyber Security,68752.8,2014-04-18,20,53.0,0.0,10.0,30.0,2.0,10.0,2,0.0,4,15.0,9.49,3,541.0,0,7,0.5
1015,10634,Christopher,Fritz,1951,Masters,Computer Science,106941.6,2014-04-19,56,132.0,113.0,296.0,503.0,28.0,132.0,4,2.0,8,8.0,7.23,3,357.0,0,6,13.3
1016,7010,Frank,Walter,1965,High School,Computer Science,14184.800000000001,2014-07-04,41,931.0,192.0,456.0,774.0,43.0,204.0,6,7.0,7,8.0,4.64,2,248.0,0,9,32.4
1017,8562,Jessica,Martin,1969,Bachelors,Computer Science,86664.0,2013-05-28,72,186.0,7.0,131.0,223.0,13.0,58.0,2,1.0,7,5.0,5.84,1,357.0,0,8,6.9
1018,3158,Elizabeth,Andrews,1973,Bachelors,Computer Science,51680.0,2013-03-01,1,19.0,5.0,11.0,18.0,0.0,5.0,1,0.0,3,20.0,7.1,2,460.0,0,5,0.7
1019,4436,Ann,Johnson,1976,Bachelors,Computer Science,32288.0,2013-02-20,27,26.0,71.0,43.0,73.0,4.0,19.0,2,1.0,4,18.0,7.16,4,398.0,0,7,3.5
1020,5287,Amanda,Pierce,1973,Bachelors,Cyber Security,55937.600000000006,2014-06-19,77,80.0,2.0,25.0,71.0,6.0,26.0,3,2.0,3,21.0,7.92,2,538.0,0,5,1.4
1021,2445,Matthew,Jacobson,1974,PhD,Computer Science,56880.0,2013-07-07,87,56.0,2.0,43.0,73.0,4.0,19.0,2,0.0,3,20.0,8.18,2,531.0,0,6,1.7
1022,6059,Amy,Evans,1953,PhD,Computer Science,129008.0,2013-04-03,81,1445.0,61.0,302.0,512.0,29.0,135.0,11,3.0,4,18.0,8.92,1,394.0,0,5,18.2
1023,4550,Erin,Harris,1966,Masters,Pre-Med,60415.200000000004,2014-06-24,51,89.0,0.0,4.0,8.0,0.0,2.0,1,1.0,3,14.0,8.42,2,326.0,0,6,0.9
1024,4240,Theresa,Lee,1978,Bachelors,Computer Science,27752.0,2012-03-11,79,6.0,15.0,29.0,49.0,3.0,13.0,2,1.0,2,20.0,9.18,3,502.0,0,6,1.8
1025,8911,Michelle,Fernandez,1967,PhD,Pre-Med,112640.0,2013-08-04,11,293.0,91.0,204.0,482.0,28.0,154.0,5,6.0,9,11.0,9.55,1,381.0,0,7,15.3
1026,3706,Jonathan,Wolfe,1978,Bachelors,Computer Science,45835.200000000004,2013-08-21,54,28.0,13.0,52.0,88.0,4.0,23.0,2,2.0,2,18.0,5.93,2,356.0,0,9,2.7
1027,3628,Sandra,Quinn,1987,In-College,Computer Science,19549.4,2013-01-29,93,176.0,13.0,99.0,34.0,11.0,8.0,2,1.0,2,23.0,4.34,1,482.0,0,9,3.8
1028,10175,Jessica,Cox,1958,PhD,Finance,64346.0,2013-01-08,0,31.0,0.0,1.0,3.0,0.0,1.0,1,0.0,3,8.0,8.91,2,487.0,0,9,0.0
1029,8985,Elaine,Smith,1964,High School,Law,13663.2,2012-04-11,54,614.0,50.0,51.0,344.0,9.0,66.0,10,2.0,10,7.0,6.83,2,264.0,0,5,17.5
1030,5204,Sarah,Hernandez,1971,Bachelors,Computer Science,119260.8,2013-06-29,21,557.0,165.0,1316.0,2235.0,127.0,589.0,8,9.0,5,8.0,8.37,3,237.0,0,9,32.5
1031,9220,John,Hall,1971,Bachelors,Law,146720.0,2013-01-17,58,439.0,107.0,304.0,2054.0,53.0,397.0,8,2.0,5,3.0,4.91,1,135.0,0,8,64.5
1032,9888,Hannah,Wagner,1969,Bachelors,Computer Science,109912.0,2014-06-25,3,671.0,136.0,639.0,1085.0,61.0,287.0,4,4.0,7,5.0,9.6,2,380.0,0,8,23.2
1033,5263,Katherine,Greene,1977,High School,Computer Science,6211.200000000001,2013-01-22,99,7.0,17.0,23.0,40.0,1.0,10.0,1,0.0,3,20.0,6.17,3,571.0,0,9,1.6
1034,1020,Kristine,Anderson,1973,Bachelors,Computer Science,127348.8,2014-12-05,70,513.0,101.0,1020.0,1732.0,99.0,457.0,5,7.0,7,5.0,8.67,3,187.0,0,9,39.0
1035,9503,Kevin,Hernandez,1980,Bachelors,Cyber Security,44913.600000000006,2012-08-29,65,69.0,39.0,123.0,357.0,32.0,128.0,5,2.0,5,24.0,6.33,1,492.0,0,6,12.4
1036,10613,Emily,Potter,1958,PhD,Computer Science,74668.0,2014-02-26,44,38.0,2.0,29.0,49.0,3.0,13.0,3,0.0,4,10.0,4.86,2,360.0,0,6,1.1
1037,67,Lisa,Phillips,1972,Masters,Computer Science,83561.40000000001,2013-09-18,6,100.0,0.0,29.0,49.0,3.0,13.0,2,0.0,4,18.0,9.51,1,566.0,0,9,1.4
1038,6019,Gregory,Thomas,1971,PhD,Cyber Security,74252.0,2014-03-30,9,80.0,4.0,8.0,25.0,2.0,8.0,1,4.0,2,18.0,6.03,3,417.0,0,7,1.5
1039,5863,Tracy,Durham,1953,Bachelors,Marketing,76324.8,2013-05-29,95,460.0,0.0,117.0,393.0,14.0,69.0,6,3.0,8,13.0,4.99,3,392.0,0,7,11.6
1040,3717,Jessica,Woods,1959,Bachelors,Computer Science,97888.0,2014-04-23,70,591.0,40.0,52.0,88.0,4.0,23.0,5,6.0,6,8.0,4.09,4,298.0,0,8,14.7
1041,6730,Ryan,Barajas,1954,Bachelors,Finance,62396.8,2012-03-11,92,59.0,1.0,8.0,21.0,1.0,4.0,2,0.0,3,16.0,7.72,3,361.0,1,7,1.2
1042,10749,Haley,Wright,1991,Bachelors,Computer Science,12844.800000000001,2012-09-18,62,107.0,30.0,119.0,201.0,11.0,53.0,0,1.0,0,48.0,6.83,1,525.0,0,9,4.1
1043,4998,Whitney,Hernandez,1962,Bachelors,Computer Science,121729.6,2014-05-23,85,428.0,50.0,745.0,1265.0,71.0,333.0,4,6.0,4,5.0,9.33,3,197.0,0,7,34.9
1044,6287,Lori,Terry,1986,Bachelors,Finance,55564.8,2013-07-30,2,24.0,0.0,10.0,24.0,2.0,4.0,1,1.0,2,12.0,8.2,1,508.0,0,5,1.0
1045,5985,Samantha,Edwards,1965,Masters,Cyber Security,59702.4,2012-10-13,0,142.0,1.0,35.0,102.0,8.0,35.0,2,2.0,4,21.0,5.1,3,345.0,0,6,1.6
1046,4754,Emily,Ballard,1966,Masters,Cyber Security,60453.0,2013-09-25,91,53.0,13.0,31.0,91.0,8.0,31.0,2,0.0,4,12.0,8.76,4,549.0,0,6,2.3
1047,4002,Andrea,Anderson,1960,PhD,Finance,154074.0,2013-10-13,3,802.0,125.0,202.0,498.0,31.0,86.0,7,6.0,12,6.0,6.58,4,210.0,0,8,25.7
1048,8870,Debra,Maxwell,1984,Bachelors,Computer Science,56313.600000000006,2012-11-13,68,110.0,20.0,253.0,430.0,24.0,113.0,6,1.0,5,20.0,7.71,4,405.0,0,7,11.0
1049,966,Ricky,Johnson,1966,Bachelors,Finance,71246.40000000001,2013-05-07,98,932.0,17.0,55.0,136.0,8.0,23.0,6,2.0,11,10.0,6.85,3,381.0,0,8,7.7
1050,4767,Bruce,Wade,1965,High School,Cyber Security,14184.800000000001,2014-07-04,41,1125.0,136.0,239.0,697.0,62.0,250.0,6,11.0,7,9.0,8.47,1,326.0,0,9,23.5
1051,9725,Jeremiah,Mcconnell,1966,PhD,Cyber Security,57528.0,2014-05-06,16,14.0,0.0,3.0,8.0,0.0,2.0,1,0.0,2,24.0,9.92,3,409.0,0,5,0.6
1052,4475,Jacob,Tran,1949,PhD,Computer Science,138196.0,2013-02-16,82,1927.0,37.0,1401.0,2378.0,135.0,628.0,7,9.0,9,13.0,4.97,2,88.0,0,8,62.1
1053,5740,Adam,Bonilla,1970,High School,Computer Science,5191.8,2013-02-14,1,6.0,3.0,22.0,37.0,1.0,10.0,1,2.0,2,15.0,4.77,1,495.0,0,9,1.4
1054,5731,Christopher,Green,1983,Masters,Cyber Security,48780.0,2013-05-04,64,21.0,0.0,12.0,36.0,2.0,12.0,1,0.0,3,21.0,5.17,3,327.0,0,9,0.7
1055,7290,Victoria,Martin,1985,Bachelors,Computer Science,112953.6,2012-05-10,68,509.0,74.0,959.0,1628.0,92.0,430.0,3,6.0,12,5.0,7.15,4,298.0,0,8,19.8
1056,3846,Daniel,Marshall,1974,Bachelors,Computer Science,68091.2,2012-08-29,98,281.0,8.0,95.0,162.0,8.0,42.0,6,1.0,4,20.0,4.26,1,371.0,0,6,4.1
1057,8104,Michael,Taylor,1951,PhD,Computer Science,106624.0,2013-09-08,32,353.0,0.0,22.0,37.0,1.0,10.0,5,1.0,5,18.0,6.71,4,287.0,0,7,4.7
1058,4507,Tina,Thomas,1952,Bachelors,Pre-Med,115564.8,2012-11-27,87,920.0,48.0,581.0,1375.0,82.0,438.0,6,10.0,8,8.0,4.95,1,279.0,0,5,22.6
1059,11013,Thomas,Rojas,1987,Bachelors,Computer Science,108168.0,2013-03-31,84,492.0,47.0,506.0,860.0,49.0,227.0,2,9.0,6,3.0,6.17,4,249.0,0,8,30.6
1060,4491,Matthew,Johnson,1949,Masters,Computer Science,113121.0,2012-01-10,3,1611.0,0.0,81.0,137.0,7.0,35.0,3,4.0,10,20.0,4.49,1,364.0,0,9,9.8
1061,3759,Olivia,Ellis,1958,Bachelors,Cyber Security,104313.6,2013-07-25,34,1316.0,23.0,171.0,497.0,44.0,177.0,7,11.0,11,15.0,9.05,2,275.0,0,7,24.1
1062,1162,Melissa,Wagner,1987,PhD,Computer Science,84000.0,2013-10-01,23,182.0,140.0,479.0,814.0,46.0,214.0,5,2.0,11,13.0,4.75,1,322.0,0,5,14.0
1063,2055,Shawn,Foster,1973,PhD,Computer Science,71720.0,2014-05-19,37,22.0,0.0,14.0,24.0,1.0,6.0,1,1.0,2,13.0,4.38,1,574.0,0,7,1.1
1064,10766,Elizabeth,Miller,1964,PhD,Pre-Med,131052.0,2014-11-04,22,579.0,33.0,82.0,193.0,11.0,61.0,4,6.0,8,6.0,5.87,2,311.0,0,9,8.0
1065,4415,Jonathan,King,1961,Bachelors,Computer Science,26976.0,2012-12-09,19,15.0,7.0,7.0,12.0,0.0,3.0,1,1.0,3,18.0,6.06,2,326.0,0,9,0.7
1066,3005,Dana,Williams,1992,Bachelors,Computer Science,133644.80000000002,2014-01-05,7,777.0,197.0,1217.0,2067.0,117.0,546.0,4,11.0,8,3.0,9.67,4,183.0,0,9,44.7
1067,2223,Frank,Sanchez,1965,High School,Law,12835.2,2012-03-08,52,925.0,21.0,79.0,532.0,14.0,102.0,8,3.0,8,7.0,8.15,3,311.0,0,7,28.9
1068,4817,Cassandra,Harrison,1956,Bachelors,Computer Science,35686.4,2012-04-08,91,4.0,3.0,13.0,21.0,0.0,5.0,1,0.0,2,20.0,4.46,3,318.0,0,6,1.0
1069,2875,Andrew,Graham,1978,Bachelors,Computer Science,107236.8,2014-04-03,93,651.0,74.0,686.0,1165.0,65.0,307.0,3,8.0,13,5.0,7.71,1,273.0,1,8,23.2
1070,10536,Angela,Hale,1971,PhD,Finance,65784.0,2014-05-25,78,45.0,0.0,9.0,22.0,1.0,4.0,3,0.0,3,16.0,9.27,2,327.0,0,9,1.7
1071,11112,Mary,Morgan,1966,Bachelors,Computer Science,113140.8,2012-03-12,23,1079.0,192.0,501.0,851.0,47.0,224.0,5,7.0,8,8.0,8.78,2,296.0,0,9,22.6
1072,3807,Ashley,Rogers,1955,Bachelors,Computer Science,95880.0,2012-11-30,83,693.0,35.0,316.0,537.0,31.0,142.0,9,2.0,9,15.0,9.94,2,269.0,0,7,15.8
1073,9197,Rachel,Ward,1953,Bachelors,Computer Science,63555.200000000004,2014-02-24,92,47.0,0.0,9.0,15.0,0.0,3.0,2,0.0,3,13.0,5.23,2,494.0,0,9,0.7
1074,10832,Joshua,Wilson,1958,Bachelors,Computer Science,74576.0,2013-07-18,4,422.0,17.0,54.0,91.0,4.0,24.0,6,1.0,6,15.0,8.59,3,350.0,0,5,7.5
1075,6421,Danielle,Chan,1961,Bachelors,Computer Science,141355.2,2013-03-07,32,1539.0,299.0,997.0,1692.0,96.0,446.0,4,8.0,9,3.0,4.62,2,133.0,0,6,55.7
1076,4207,Tracey,Lozano,1981,PhD,Computer Science,174342.0,2013-01-05,27,1467.0,74.0,192.0,326.0,18.0,85.0,6,8.0,11,5.0,8.22,1,403.0,0,9,12.3
1077,577,Taylor,Schultz,1976,High School,Marketing,5381.400000000001,2013-08-20,10,12.0,1.0,6.0,21.0,0.0,3.0,1,0.0,3,18.0,6.1,1,547.0,0,9,1.0
1078,10855,Rachel,Greene,1968,Masters,Computer Science,90025.2,2014-01-22,9,343.0,24.0,138.0,235.0,13.0,61.0,4,1.0,8,13.0,4.61,1,456.0,0,7,9.5
1079,3081,Thomas,Brown,1978,PhD,Cyber Security,82028.0,2013-04-22,65,12.0,2.0,6.0,16.0,0.0,6.0,1,0.0,2,21.0,6.41,3,487.0,0,9,0.5
1080,3535,Steven,Mora,1965,Bachelors,Computer Science,106070.40000000001,2014-03-17,68,368.0,182.0,600.0,1018.0,57.0,269.0,4,3.0,5,5.0,5.77,3,319.0,0,7,29.4
1081,247,Joan,Mosley,1971,Bachelors,Computer Science,58744.0,2012-11-17,16,252.0,17.0,224.0,381.0,21.0,100.0,7,2.0,4,23.0,9.52,1,495.0,0,6,7.7
1082,8707,Michael,Lane,1956,Bachelors,Finance,127129.6,2012-08-22,12,979.0,55.0,333.0,820.0,52.0,141.0,5,5.0,4,6.0,4.96,3,285.0,0,6,37.5
1083,9523,Courtney,Butler,1982,Bachelors,Law,64766.4,2013-08-17,95,4.0,0.0,2.0,17.0,0.0,3.0,0,0.0,3,4.0,5.74,3,297.0,0,9,0.6
1084,6072,Jacob,Pollard,1970,Masters,Computer Science,135621.0,2013-02-02,16,1345.0,96.0,1512.0,2567.0,146.0,678.0,5,9.0,6,8.0,8.76,2,159.0,0,6,54.1
1085,6295,Misty,Walker,1977,Bachelors,Computer Science,86772.8,2013-04-02,46,956.0,13.0,284.0,482.0,26.0,127.0,11,7.0,5,20.0,9.86,3,445.0,0,5,22.1
1086,10914,Michael,Johnson,1970,Bachelors,Marketing,38660.8,2013-12-10,3,5.0,1.0,6.0,21.0,0.0,3.0,1,0.0,3,10.0,8.03,3,409.0,0,9,0.9
1087,1509,Jennifer,Brown,1958,PhD,Computer Science,168920.0,2013-04-01,80,223.0,45.0,185.0,314.0,17.0,82.0,9,10.0,4,13.0,9.63,3,368.0,0,7,13.6
1088,5577,Priscilla,Willis,1983,Bachelors,Finance,70041.6,2014-03-05,77,14.0,0.0,5.0,13.0,1.0,2.0,1,0.0,2,12.0,5.66,1,489.0,0,6,0.8
1089,7348,Ronald,Lewis,1958,PhD,Computer Science,143382.0,2014-03-17,0,492.0,219.0,738.0,1253.0,71.0,330.0,4,8.0,5,5.0,7.76,2,216.0,0,9,25.7
1090,1127,Lori,Wade,1973,PhD,Computer Science,171688.0,2014-05-29,62,1375.0,32.0,1514.0,2570.0,146.0,678.0,6,7.0,7,5.0,7.19,3,130.0,0,9,42.5
1091,1833,Angela,Brooks,1974,PhD,Law,78380.0,2014-04-26,91,52.0,5.0,6.0,39.0,1.0,7.0,2,0.0,4,5.0,8.53,4,490.0,0,7,2.9
1092,4944,Nicole,Watts,1959,Bachelors,Computer Science,114187.20000000001,2013-08-23,24,333.0,39.0,698.0,1186.0,67.0,312.0,4,6.0,7,5.0,5.34,3,366.0,0,7,27.6
1093,9080,Jaclyn,Marsh,1972,PhD,Law,77156.0,2013-06-22,2,29.0,2.0,7.0,47.0,1.0,9.0,3,0.0,3,9.0,5.86,4,465.0,0,9,1.4
1094,6466,Jason,Rios,1965,PhD,Cyber Security,114472.0,2014-12-03,22,186.0,0.0,8.0,25.0,2.0,8.0,2,2.0,4,9.0,8.16,3,338.0,0,6,1.3
1095,9964,Kimberly,Stewart,1979,Bachelors,Computer Science,98920.0,2013-07-08,56,237.0,84.0,180.0,305.0,17.0,80.0,4,2.0,8,10.0,7.31,1,276.0,0,5,11.2
1096,4790,Rachel,Bush,1958,Bachelors,Computer Science,127684.8,2014-02-06,54,841.0,13.0,388.0,659.0,38.0,174.0,4,3.0,5,3.0,6.21,3,378.0,0,8,12.2
1097,10245,Luis,Ramsey,1986,High School,Cyber Security,16182.0,2012-10-31,71,283.0,96.0,348.0,1013.0,92.0,362.0,3,5.0,8,3.0,6.25,4,321.0,0,9,28.1
1098,1109,Richard,Ellis,1982,Masters,Computer Science,49662.0,2013-04-23,38,9.0,0.0,9.0,15.0,0.0,3.0,1,0.0,2,18.0,9.71,2,516.0,0,6,0.6
1099,6001,Laura,Hayden,1979,Bachelors,Computer Science,90840.0,2013-02-01,62,900.0,59.0,287.0,488.0,28.0,129.0,5,9.0,10,13.0,4.85,2,442.0,0,8,12.5
1100,5538,John,Perez,1975,Bachelors,Computer Science,134126.4,2013-08-10,78,1315.0,271.0,772.0,1311.0,74.0,346.0,4,8.0,6,3.0,4.79,4,269.0,0,5,50.4
1101,10552,Mark,Caldwell,1979,High School,Computer Science,10842.0,2013-05-20,18,103.0,91.0,196.0,332.0,18.0,87.0,4,1.0,7,13.0,8.06,4,477.0,0,5,8.2
1102,1545,Kenneth,Stevenson,1986,Bachelors,Computer Science,61612.8,2013-02-08,95,176.0,32.0,370.0,628.0,35.0,166.0,7,2.0,5,20.0,4.1,1,255.0,0,5,14.6
1103,7409,Darin,Fernandez,1970,Bachelors,Computer Science,85099.20000000001,2013-10-26,66,309.0,3.0,54.0,91.0,4.0,24.0,4,1.0,6,13.0,9.37,1,438.0,0,9,4.3
1104,4444,John,Meadows,1972,Bachelors,Finance,48036.8,2014-03-24,28,19.0,0.0,10.0,24.0,2.0,4.0,2,0.0,3,16.0,4.6,2,565.0,0,5,1.5
1105,146,Stephanie,Dominguez,1960,PhD,Computer Science,152090.0,2013-11-15,78,1114.0,89.0,718.0,1220.0,70.0,322.0,4,6.0,11,5.0,8.04,1,292.0,0,8,34.3
1106,6271,Stephen,Hale,1952,PhD,Finance,101740.0,2014-06-19,13,92.0,0.0,5.0,12.0,1.0,2.0,2,0.0,3,10.0,4.26,1,436.0,0,5,0.8
1107,10065,Jennifer,Ho,1970,High School,Computer Science,3063.0,2013-03-08,27,10.0,7.0,23.0,40.0,1.0,10.0,2,0.0,4,13.0,9.04,3,396.0,0,6,1.5
1108,4741,Kim,Travis,1974,High School,Pre-Med,13092.6,2014-01-30,17,570.0,55.0,83.0,196.0,11.0,63.0,6,3.0,9,14.0,9.34,4,415.0,0,7,11.4
1109,246,Katherine,Edwards,1965,Bachelors,Cyber Security,106368.0,2014-05-31,71,353.0,11.0,54.0,156.0,14.0,55.0,4,2.0,7,12.0,6.9,1,326.0,0,7,6.2
1110,375,Sarah,Sanford,1954,Bachelors,Computer Science,122836.8,2013-02-25,79,756.0,94.0,806.0,1369.0,78.0,361.0,2,2.0,11,3.0,7.68,3,248.0,0,5,23.8
1111,1524,Isaiah,Johnson,1983,High School,Computer Science,16339.6,2013-01-03,1,1039.0,76.0,206.0,351.0,19.0,92.0,8,2.0,5,13.0,7.47,3,292.0,0,5,19.2
1112,10022,Amy,Sharp,1973,PhD,Computer Science,108932.0,2014-09-02,78,18.0,0.0,7.0,12.0,0.0,3.0,1,0.0,2,13.0,8.98,2,379.0,0,9,0.0
1113,7451,Jeremy,Mcclure,1960,Masters,Computer Science,177798.6,2014-02-17,23,1466.0,32.0,1277.0,2168.0,122.0,571.0,4,7.0,9,3.0,6.56,1,169.0,0,9,31.6
1114,11010,Lynn,Cunningham,1984,PhD,Computer Science,32538.0,2013-08-30,75,28.0,5.0,32.0,55.0,3.0,14.0,3,0.0,3,20.0,5.35,4,294.0,0,5,2.0
1115,4356,Susan,Olson,1971,Bachelors,Computer Science,114910.40000000001,2013-08-28,70,1794.0,47.0,251.0,427.0,24.0,113.0,3,3.0,5,15.0,6.94,3,359.0,0,7,15.6
1116,3885,Justin,Holt,1983,PhD,Computer Science,67138.0,2013-10-16,10,23.0,3.0,32.0,55.0,3.0,14.0,1,1.0,2,20.0,6.75,3,339.0,0,8,1.1
1117,1175,Jody,Reed,1983,Masters,Computer Science,65271.6,2013-09-20,24,129.0,66.0,97.0,165.0,8.0,43.0,3,6.0,3,15.0,7.11,3,334.0,0,5,13.0
1118,880,Margaret,Morrison,1966,In-College,Computer Science,29424.2,2013-01-16,47,88.0,39.0,99.0,34.0,11.0,8.0,2,1.0,2,20.0,4.89,3,562.0,0,7,3.8
1119,2320,Kevin,Cox,1978,High School,Computer Science,9405.0,2013-12-09,98,744.0,19.0,106.0,180.0,10.0,47.0,11,1.0,6,23.0,6.84,3,306.0,0,5,8.8
1120,850,Christine,Novak,1968,Bachelors,Computer Science,112905.6,2013-06-10,4,558.0,47.0,386.0,656.0,36.0,172.0,6,6.0,9,8.0,6.06,2,408.0,0,9,17.5
1121,4713,Donna,Jensen,1979,PhD,Computer Science,63210.0,2012-11-22,15,108.0,0.0,75.0,128.0,7.0,34.0,2,1.0,4,18.0,7.48,1,397.0,0,7,3.3
1122,675,Kevin,Martin,1973,Masters,Computer Science,93661.2,2013-05-17,67,214.0,0.0,167.0,284.0,15.0,74.0,4,2.0,5,18.0,4.73,3,278.0,0,7,10.4
1123,5025,Eric,Williams,1979,Bachelors,Finance,77641.6,2013-12-24,32,40.0,22.0,14.0,34.0,2.0,6.0,2,1.0,4,6.0,5.46,4,447.0,0,9,4.0
1124,2308,Martha,Perkins,1954,Bachelors,Cyber Security,74774.40000000001,2012-11-18,40,195.0,6.0,129.0,376.0,34.0,134.0,6,2.0,5,21.0,7.91,2,421.0,0,6,6.0
1125,5995,Ashley,Stevens,1962,Bachelors,Computer Science,63283.200000000004,2012-12-18,54,242.0,5.0,264.0,448.0,25.0,118.0,6,2.0,5,20.0,9.7,3,498.0,0,8,9.8
1126,6749,Harold,Mcguire,1966,Bachelors,Law,138172.80000000002,2012-08-08,78,729.0,29.0,157.0,1056.0,27.0,204.0,5,1.0,6,9.0,5.26,4,164.0,0,8,44.8
1127,1010,Jason,Stewart,1977,Bachelors,Computer Science,75089.6,2014-04-24,94,60.0,0.0,31.0,52.0,3.0,13.0,1,1.0,3,8.0,4.12,3,515.0,0,7,1.0
1128,8977,Caleb,Bradford,1985,In-College,Computer Science,21555.3,2013-12-01,51,44.0,5.0,36.0,12.0,0.0,3.0,0,0.0,3,10.0,6.5,1,560.0,0,9,0.8
1129,4756,Brenda,Campbell,1952,High School,Computer Science,12799.6,2013-12-20,42,258.0,49.0,1469.0,2494.0,142.0,658.0,7,7.0,11,10.0,8.84,2,201.0,0,9,53.8
1130,3412,Katelyn,Hill,1951,Masters,Computer Science,121285.8,2013-01-15,67,1194.0,13.0,95.0,162.0,8.0,42.0,2,2.0,9,18.0,5.22,4,271.0,0,7,11.1
1131,606,Omar,Murphy,1967,Bachelors,Computer Science,41488.0,2013-10-10,87,9.0,2.0,4.0,6.0,0.0,2.0,1,0.0,2,18.0,4.84,2,462.0,0,6,0.0
1132,5961,David,Davis,1978,Bachelors,Computer Science,68308.8,2014-07-06,29,12.0,7.0,36.0,61.0,3.0,16.0,1,0.0,3,13.0,7.59,4,558.0,0,9,1.9
1133,2975,Kyle,Harrison,1976,Bachelors,Finance,136969.6,2012-12-11,89,1242.0,55.0,525.0,1293.0,82.0,223.0,6,6.0,9,6.0,8.98,1,147.0,0,5,54.3
1134,2894,Adam,Johnson,1985,Bachelors,Finance,116644.8,2013-10-29,74,1849.0,180.0,455.0,1122.0,71.0,194.0,7,4.0,8,8.0,8.56,2,222.0,0,8,31.1
1135,7613,Michael,Rocha,1974,High School,Computer Science,9933.800000000001,2014-05-24,97,243.0,8.0,192.0,326.0,18.0,85.0,5,1.0,6,15.0,7.6,2,440.0,0,5,6.3
1136,10542,John,Johnson,1968,PhD,Computer Science,73556.0,2012-05-08,63,42.0,7.0,61.0,104.0,6.0,27.0,3,0.0,3,23.0,4.29,1,461.0,0,7,2.2
1137,8015,Kathryn,Burton,1962,PhD,Computer Science,171392.0,2013-03-05,88,1046.0,128.0,709.0,1204.0,68.0,317.0,4,7.0,9,3.0,6.2,3,325.0,0,8,34.7
1138,10617,Joshua,Adkins,1989,Masters,Computer Science,19762.2,2014-05-22,34,12.0,7.0,18.0,30.0,1.0,8.0,3,0.0,3,13.0,4.58,4,487.0,0,6,0.5
1139,11166,Cassie,Robinson,1961,Bachelors,Cyber Security,79484.8,2013-02-02,81,406.0,6.0,53.0,154.0,14.0,55.0,6,4.0,4,21.0,9.22,3,338.0,0,8,6.1
1140,849,Hunter,Rogers,1953,Masters,Pre-Med,101032.2,2013-06-20,65,467.0,83.0,157.0,372.0,22.0,118.0,6,3.0,10,11.0,6.42,2,377.0,0,5,12.9
1141,523,Nathaniel,Collins,1989,Bachelors,Pre-Med,59448.0,2013-01-31,51,34.0,0.0,31.0,73.0,4.0,23.0,2,0.0,4,14.0,6.98,3,494.0,0,6,2.0
1142,4066,Tina,Porter,1978,High School,Computer Science,4256.400000000001,2014-11-05,76,1.0,8.0,14.0,24.0,1.0,6.0,2,1.0,2,15.0,5.28,3,376.0,0,6,1.2
1143,8414,Michelle,Phelps,1962,PhD,Computer Science,66838.0,2013-08-17,76,82.0,0.0,22.0,37.0,1.0,10.0,2,0.0,4,18.0,7.36,3,385.0,0,9,1.2
1144,819,John,Thompson,1945,Bachelors,Cyber Security,101256.0,2013-05-11,84,900.0,148.0,235.0,684.0,62.0,244.0,6,9.0,13,9.0,9.61,1,271.0,0,5,15.8
1145,4961,Jeremy,Miller,1974,Masters,Cyber Security,38259.0,2014-01-21,56,51.0,0.0,24.0,69.0,6.0,24.0,2,2.0,4,12.0,9.07,3,405.0,0,7,1.2
